9.800036000360002886e-01 1.000000000000000000e+00
9.800117001170011166e-01 1.000000000000000000e+00
9.800198001980019447e-01 1.000000000000000000e+00
9.800279002790027727e-01 1.000000000000000000e+00
9.800360003600036007e-01 1.000000000000000000e+00
9.800441004410044288e-01 1.000000000000000000e+00
9.800522005220051458e-01 1.000000000000000000e+00
9.800603006030059738e-01 1.000000000000000000e+00
9.800684006840068019e-01 1.000000000000000000e+00
9.800765007650076299e-01 1.000000000000000000e+00
9.800846008460084580e-01 1.000000000000000000e+00
9.800927009270092860e-01 1.000000000000000000e+00
9.801008010080100030e-01 1.000000000000000000e+00
9.801089010890108311e-01 1.000000000000000000e+00
9.801170011700116591e-01 1.000000000000000000e+00
9.801251012510124871e-01 1.000000000000000000e+00
9.801332013320133152e-01 1.000000000000000000e+00
9.801413014130141432e-01 1.000000000000000000e+00
9.801494014940148602e-01 1.000000000000000000e+00
9.801575015750156883e-01 1.000000000000000000e+00
9.801656016560165163e-01 1.000000000000000000e+00
9.801737017370173444e-01 1.000000000000000000e+00
9.801818018180181724e-01 1.000000000000000000e+00
9.801899018990190005e-01 1.000000000000000000e+00
9.801980019800198285e-01 1.000000000000000000e+00
9.802061020610205455e-01 1.000000000000000000e+00
9.802142021420213736e-01 1.000000000000000000e+00
9.802223022230222016e-01 1.000000000000000000e+00
9.802304023040230296e-01 1.000000000000000000e+00
9.802385023850238577e-01 1.000000000000000000e+00
9.802466024660246857e-01 1.000000000000000000e+00
9.802547025470254027e-01 1.000000000000000000e+00
9.802628026280262308e-01 1.000000000000000000e+00
9.802709027090270588e-01 1.000000000000000000e+00
9.802790027900278869e-01 1.000000000000000000e+00
9.802871028710287149e-01 1.000000000000000000e+00
9.802952029520295429e-01 1.000000000000000000e+00
9.803033030330302600e-01 1.000000000000000000e+00
9.803114031140310880e-01 1.000000000000000000e+00
9.803195031950319160e-01 1.000000000000000000e+00
9.803276032760327441e-01 1.000000000000000000e+00
9.803357033570335721e-01 1.000000000000000000e+00
9.803438034380344002e-01 1.000000000000000000e+00
9.803519035190351172e-01 1.000000000000000000e+00
9.803600036000359452e-01 1.000000000000000000e+00
9.803681036810367733e-01 1.000000000000000000e+00
9.803762037620376013e-01 1.000000000000000000e+00
9.803843038430384293e-01 1.000000000000000000e+00
9.803924039240392574e-01 1.000000000000000000e+00
9.804005040050399744e-01 1.000000000000000000e+00
9.804086040860408024e-01 1.000000000000000000e+00
9.804167041670416305e-01 1.000000000000000000e+00
9.804248042480424585e-01 1.000000000000000000e+00
9.804329043290432866e-01 1.000000000000000000e+00
9.804410044100441146e-01 1.000000000000000000e+00
9.804491044910448316e-01 1.000000000000000000e+00
9.804572045720456597e-01 1.000000000000000000e+00
9.804653046530464877e-01 1.000000000000000000e+00
9.804734047340473158e-01 1.000000000000000000e+00
9.804815048150481438e-01 1.000000000000000000e+00
9.804896048960489718e-01 1.000000000000000000e+00
9.804977049770497999e-01 1.000000000000000000e+00
9.805058050580505169e-01 1.000000000000000000e+00
9.805139051390513449e-01 1.000000000000000000e+00
9.805220052200521730e-01 1.000000000000000000e+00
9.805301053010530010e-01 1.000000000000000000e+00
9.805382053820538291e-01 1.000000000000000000e+00
9.805463054630546571e-01 1.000000000000000000e+00
9.805544055440553741e-01 1.000000000000000000e+00
9.805625056250562022e-01 1.000000000000000000e+00
9.805706057060570302e-01 1.000000000000000000e+00
9.805787057870578582e-01 1.000000000000000000e+00
9.805868058680586863e-01 1.000000000000000000e+00
9.805949059490595143e-01 1.000000000000000000e+00
9.806030060300602313e-01 1.000000000000000000e+00
9.806111061110610594e-01 1.000000000000000000e+00
9.806192061920618874e-01 1.000000000000000000e+00
9.806273062730627155e-01 1.000000000000000000e+00
9.806354063540635435e-01 1.000000000000000000e+00
9.806435064350643716e-01 1.000000000000000000e+00
9.806516065160650886e-01 1.000000000000000000e+00
9.806597065970659166e-01 1.000000000000000000e+00
9.806678066780667447e-01 1.000000000000000000e+00
